run,condition,condition_description,n,invalid_count,invalid_rate,strict_accuracy,valid_only_accuracy,correct_count,prompt_id,prompt_sha256,top_k,test_split_sha256,corpus_meta_sha256
PAPER_RAG_TOPK1_EXISTING,rag_noaug_paper_topk1,noaug RAG；論文 Table VIII 原始分類 prompt；top_k=1,2496,170,0.06810897435897435,0.7467948717948718,0.8013757523645744,1864,paper_table_viii_rag,759af970814b6d8015240176f57aa8228f81e213359f5826e03ab8115b07088e,1,7b4478854862c0511a778f7e4d5084da17c4e4c852ec6fb11843d4a852b44466,f95685dfd384bab2d0c925e609d767c06f9aab06158a13b43c9e074c550c3559
PAPER_RAG_TOPK1_EXISTING,rag_aug_paper_topk1,aug RAG；論文 Table VIII 原始分類 prompt；top_k=1,2496,141,0.056490384615384616,0.750801282051282,0.7957537154989385,1874,paper_table_viii_rag,759af970814b6d8015240176f57aa8228f81e213359f5826e03ab8115b07088e,1,7b4478854862c0511a778f7e4d5084da17c4e4c852ec6fb11843d4a852b44466,2b99650c0fdc7f0c042958e3c24d3068fef8e7dd42853d18d3876e7e8ee2f6aa
